ItemID,Sentiment,SentimentSource
1247,0,Sentiment140
1248,0,Sentiment140
1249,1,Sentiment140
1250,0,Sentiment140
1251,1,Sentiment140
1252,1,Sentiment140
1253,0,Sentiment140
1254,1,Sentiment140
1255,0,Sentiment140
1256,0,Sentiment140
1257,0,Sentiment140
1258,0,Sentiment140
1259,0,Sentiment140
1260,1,Sentiment140
1261,0,Sentiment140
1262,0,Sentiment140
1263,0,Sentiment140
1264,1,Sentiment140
1265,1,Sentiment140
1266,1,Sentiment140
1267,1,Sentiment140
1268,1,Sentiment140
1269,0,Sentiment140
1270,0,Sentiment140
1271,0,Sentiment140
1272,0,Sentiment140
1273,1,Sentiment140
1274,0,Sentiment140
1275,1,Sentiment140
1276,0,Sentiment140
1277,0,Sentiment140
1278,0,Sentiment140
1279,0,Sentiment140
1280,0,Sentiment140
1281,0,Sentiment140
1282,0,Sentiment140
1283,0,Sentiment140
1284,0,Sentiment140
1285,0,Sentiment140
1286,0,Sentiment140
1287,1,Sentiment140
1288,0,Sentiment140
1289,0,Sentiment140
1290,0,Sentiment140
1291,0,Sentiment140
1292,0,Sentiment140
1293,0,Sentiment140
1294,0,Sentiment140
1295,0,Sentiment140
1296,0,Sentiment140
1297,0,Sentiment140
1298,0,Sentiment140
1299,0,Sentiment140
1300,1,Sentiment140
1301,1,Sentiment140
1302,1,Sentiment140
1303,0,Sentiment140
1304,1,Sentiment140
1305,1,Sentiment140
1306,0,Sentiment140
1307,0,Sentiment140
1308,1,Sentiment140
1309,0,Sentiment140
1310,1,Sentiment140
1311,0,Sentiment140
1312,0,Sentiment140
1313,0,Sentiment140
1314,0,Sentiment140
1315,0,Sentiment140
1316,0,Sentiment140
1317,0,Sentiment140
1318,0,Sentiment140
1319,0,Sentiment140
1320,0,Sentiment140
1321,0,Sentiment140
1322,0,Sentiment140
1323,1,Sentiment140
1324,1,Sentiment140
1325,1,Sentiment140
1326,0,Sentiment140
1327,0,Sentiment140
1328,0,Sentiment140
1329,0,Sentiment140
1330,0,Sentiment140
1331,0,Sentiment140
1332,0,Sentiment140
1333,0,Sentiment140
1334,1,Sentiment140
1335,1,Sentiment140
1336,0,Sentiment140
1337,0,Sentiment140
1338,0,Sentiment140
1339,0,Sentiment140
1340,0,Sentiment140
1341,0,Sentiment140
1342,0,Sentiment140
1343,0,Sentiment140
1344,1,Sentiment140
1345,0,Sentiment140
1346,0,Sentiment140
1347,0,Sentiment140
1348,1,Sentiment140
1349,0,Sentiment140
1350,1,Sentiment140
1351,0,Sentiment140
1352,1,Sentiment140
1353,0,Sentiment140
1354,0,Sentiment140
1355,1,Sentiment140
1356,0,Sentiment140
1357,0,Sentiment140
1358,1,Sentiment140
1359,0,Sentiment140
1360,0,Sentiment140
1361,0,Sentiment140
1362,0,Sentiment140
1363,0,Sentiment140
1364,0,Sentiment140
1365,0,Sentiment140
1366,0,Sentiment140
1367,0,Sentiment140
1368,0,Sentiment140
1369,0,Sentiment140
1370,0,Sentiment140
1371,1,Sentiment140
1372,0,Sentiment140
1373,1,Sentiment140
1374,0,Sentiment140
1375,0,Sentiment140
1376,1,Sentiment140
1377,0,Sentiment140
1378,0,Sentiment140
1379,0,Sentiment140
1380,0,Sentiment140
1381,1,Sentiment140
1382,0,Sentiment140
1383,0,Sentiment140
1384,0,Sentiment140
1385,0,Sentiment140
1386,0,Sentiment140
1387,0,Sentiment140
1388,0,Sentiment140
1389,0,Sentiment140
1390,0,Sentiment140
1391,0,Sentiment140
1392,0,Sentiment140
1393,0,Sentiment140
1394,0,Sentiment140
1395,1,Sentiment140
1396,1,Sentiment140
1397,0,Sentiment140
1398,1,Sentiment140
1399,0,Sentiment140
1400,1,Kaggle
1401,0,Sentiment140
1402,0,Sentiment140
1403,0,Sentiment140
1404,0,Sentiment140
1405,1,Sentiment140
1406,0,Sentiment140
1407,0,Sentiment140
1408,0,Sentiment140
1409,1,Sentiment140
1410,0,Sentiment140
1411,0,Sentiment140
1412,0,Sentiment140
1413,0,Sentiment140
1414,0,Sentiment140
1415,0,Sentiment140
1416,0,Sentiment140
1417,0,Sentiment140
1418,0,Sentiment140
1419,0,Sentiment140
1420,0,Sentiment140
1421,0,Sentiment140
1422,0,Sentiment140
1423,0,Sentiment140
1424,0,Sentiment140
1425,0,Sentiment140
1426,0,Sentiment140
1427,1,Sentiment140
1428,0,Sentiment140
1429,0,Sentiment140
1430,0,Sentiment140
1431,0,Sentiment140
1432,0,Sentiment140
1433,0,Sentiment140
1434,0,Sentiment140
1435,0,Sentiment140
1436,0,Sentiment140
1437,0,Sentiment140
1438,0,Sentiment140
1439,0,Sentiment140
1440,0,Sentiment140
1441,0,Sentiment140
1442,0,Sentiment140
1443,0,Sentiment140
1444,0,Sentiment140
1445,0,Sentiment140
1446,0,Sentiment140
1447,0,Sentiment140
1448,1,Sentiment140
1449,0,Sentiment140
1450,0,Sentiment140
1451,0,Sentiment140
1452,0,Sentiment140
1453,0,Sentiment140
1454,0,Sentiment140
1455,0,Sentiment140
1456,0,Sentiment140
1457,0,Sentiment140
1458,0,Sentiment140
1459,0,Sentiment140
1460,0,Sentiment140
1461,0,Sentiment140
1462,0,Sentiment140
1463,0,Sentiment140
1464,0,Sentiment140
1465,0,Sentiment140
1466,0,Sentiment140
1467,0,Sentiment140
1468,0,Sentiment140
1469,0,Sentiment140
1470,1,Sentiment140
1471,1,Sentiment140
1472,1,Sentiment140
1473,0,Sentiment140
1474,0,Sentiment140
1475,0,Sentiment140
1476,0,Sentiment140
1477,0,Sentiment140
1478,0,Sentiment140
1479,0,Sentiment140
1480,0,Sentiment140
1481,0,Sentiment140
1482,0,Sentiment140
1483,0,Sentiment140
1484,0,Sentiment140
1485,0,Sentiment140
1486,0,Sentiment140
1487,0,Sentiment140
1488,0,Sentiment140
1489,0,Sentiment140
1490,0,Sentiment140
1491,0,Sentiment140
1492,0,Sentiment140
1493,0,Sentiment140
1494,0,Sentiment140
1495,0,Sentiment140
1496,1,Sentiment140
1497,0,Sentiment140
1498,0,Sentiment140
1499,0,Sentiment140
1500,0,Sentiment140
1501,0,Sentiment140
1502,0,Sentiment140
1503,0,Sentiment140
1504,1,Sentiment140
1505,0,Sentiment140
1506,1,Sentiment140
1507,0,Sentiment140
1508,0,Sentiment140
1509,0,Sentiment140
1510,0,Sentiment140
1511,0,Sentiment140
1512,0,Sentiment140
1513,0,Sentiment140
1514,0,Sentiment140
1515,1,Sentiment140
1516,0,Sentiment140
1517,0,Sentiment140
1518,0,Sentiment140
1519,0,Sentiment140
1520,0,Sentiment140
1521,0,Sentiment140
1522,0,Sentiment140
1523,0,Sentiment140
1524,0,Sentiment140
1525,1,Sentiment140
1526,0,Sentiment140
1527,0,Sentiment140
1528,1,Sentiment140
1529,1,Sentiment140
1530,1,Sentiment140
1531,1,Sentiment140
1532,0,Sentiment140
1533,1,Sentiment140
1534,1,Sentiment140
1535,0,Sentiment140
1536,1,Sentiment140
1537,0,Sentiment140
1538,1,Sentiment140
1539,0,Sentiment140
1540,0,Sentiment140
1541,1,Sentiment140
1542,1,Sentiment140
1543,0,Sentiment140
1544,1,Sentiment140
1545,0,Sentiment140
1546,0,Sentiment140
1547,0,Sentiment140
1548,0,Sentiment140
1549,0,Sentiment140
1550,0,Sentiment140
1551,1,Sentiment140
1552,1,Sentiment140
1553,1,Sentiment140
1554,0,Sentiment140
1555,0,Sentiment140
1556,0,Sentiment140
1557,0,Sentiment140
1558,0,Sentiment140
1559,0,Sentiment140
1560,0,Sentiment140
1561,0,Sentiment140
1562,0,Sentiment140
1563,0,Sentiment140
1564,0,Sentiment140
1565,0,Sentiment140
1566,1,Sentiment140
1567,0,Sentiment140
1568,0,Sentiment140
1569,0,Sentiment140
1570,1,Sentiment140
1571,0,Sentiment140
1572,0,Sentiment140
1573,0,Sentiment140
1574,0,Sentiment140
1575,0,Sentiment140
1576,0,Sentiment140
1577,0,Sentiment140
1578,0,Sentiment140
1579,1,Sentiment140
1580,0,Sentiment140
1581,1,Sentiment140
1582,0,Sentiment140
1583,0,Sentiment140
1584,0,Sentiment140
1585,1,Sentiment140
1586,0,Sentiment140
1587,0,Sentiment140
1588,0,Sentiment140
1589,0,Sentiment140
1590,1,Sentiment140
1591,0,Sentiment140
1592,0,Sentiment140
1593,0,Sentiment140
1594,0,Sentiment140
1595,0,Sentiment140
1596,0,Sentiment140
1597,0,Sentiment140
1598,1,Sentiment140
1599,0,Sentiment140
1600,0,Sentiment140
1601,0,Sentiment140
1602,0,Sentiment140
1603,0,Sentiment140
1604,0,Sentiment140
1605,0,Sentiment140
1606,0,Sentiment140
1607,0,Sentiment140
1608,0,Sentiment140
1609,0,Sentiment140
1610,0,Sentiment140
1611,0,Sentiment140
1612,1,Sentiment140
1613,1,Sentiment140
1614,0,Sentiment140
1615,0,Sentiment140
1616,1,Sentiment140
1617,0,Sentiment140
1618,0,Sentiment140
1619,0,Sentiment140
1620,0,Sentiment140
1621,0,Sentiment140
1622,0,Sentiment140
1623,1,Sentiment140
1624,0,Sentiment140
1625,0,Sentiment140
1626,0,Sentiment140
1627,1,Sentiment140
1628,0,Sentiment140
1629,0,Sentiment140
1630,0,Sentiment140
1631,0,Sentiment140
1632,0,Sentiment140
1633,0,Sentiment140
1634,1,Sentiment140
1635,0,Sentiment140
1636,1,Sentiment140
1637,0,Sentiment140
1638,0,Sentiment140
1639,1,Sentiment140
1640,0,Sentiment140
1641,0,Sentiment140
1642,1,Sentiment140
1643,1,Sentiment140
1644,0,Sentiment140
1645,0,Sentiment140
1646,0,Sentiment140
1647,0,Sentiment140
1648,0,Sentiment140
1649,1,Sentiment140
1650,0,Sentiment140
1651,0,Sentiment140
1652,1,Sentiment140
1653,0,Sentiment140
1654,0,Sentiment140
1655,0,Sentiment140
1656,0,Sentiment140
1657,0,Sentiment140
1658,0,Sentiment140
1659,0,Sentiment140
1660,1,Sentiment140
1661,0,Sentiment140
1662,0,Sentiment140
1663,0,Sentiment140
1664,0,Sentiment140
1665,0,Sentiment140
1666,0,Sentiment140
1667,0,Sentiment140
1668,0,Sentiment140
1669,0,Sentiment140
1670,1,Sentiment140
1671,0,Sentiment140
1672,1,Sentiment140
1673,0,Sentiment140
1674,0,Sentiment140
1675,0,Sentiment140
1676,0,Sentiment140
1677,0,Sentiment140
1678,0,Sentiment140
1679,0,Sentiment140
1680,0,Sentiment140
1681,0,Sentiment140
1682,0,Sentiment140
1683,0,Sentiment140
1684,0,Sentiment140
1685,0,Sentiment140
1686,0,Sentiment140
1687,0,Sentiment140
1688,0,Sentiment140
1689,0,Sentiment140
1690,0,Sentiment140
1691,0,Sentiment140
1692,0,Sentiment140
1693,0,Sentiment140
1694,0,Sentiment140
1695,1,Sentiment140
1696,0,Sentiment140
1697,1,Sentiment140
1698,1,Sentiment140
1699,1,Sentiment140
1700,1,Sentiment140
1701,1,Sentiment140
1702,1,Sentiment140
1703,1,Sentiment140
1704,0,Sentiment140
1705,0,Sentiment140
1706,0,Sentiment140
1707,0,Sentiment140
1708,0,Sentiment140
1709,0,Sentiment140
1710,1,Sentiment140
1711,0,Sentiment140
1712,0,Sentiment140
1713,0,Sentiment140
1714,0,Sentiment140
1715,0,Sentiment140
1716,0,Sentiment140
1717,0,Sentiment140
1718,0,Sentiment140
1719,0,Sentiment140
1720,0,Sentiment140
1721,0,Sentiment140
1722,0,Sentiment140
1723,0,Sentiment140
1724,0,Sentiment140
1725,0,Sentiment140
1726,0,Sentiment140
1727,0,Sentiment140
1728,0,Sentiment140
1729,0,Sentiment140
1730,0,Sentiment140
1731,0,Sentiment140
1732,1,Sentiment140
1733,1,Sentiment140
1734,0,Sentiment140
1735,0,Sentiment140
1736,1,Sentiment140
1737,0,Sentiment140
1738,0,Sentiment140
1739,0,Sentiment140
1740,0,Sentiment140
1741,0,Sentiment140
1742,0,Sentiment140
1743,1,Sentiment140
1744,0,Sentiment140
1745,0,Sentiment140
1746,1,Sentiment140
1747,1,Sentiment140
1748,1,Sentiment140
1749,0,Sentiment140
1750,0,Sentiment140
1751,0,Sentiment140
1752,0,Sentiment140
1753,1,Sentiment140
1754,0,Sentiment140
1755,1,Sentiment140
1756,0,Sentiment140
1757,0,Sentiment140
1758,0,Sentiment140
1759,0,Sentiment140
1760,0,Sentiment140
1761,0,Sentiment140
1762,0,Sentiment140
1763,0,Sentiment140
1764,0,Sentiment140
1765,1,Sentiment140
1766,1,Sentiment140
1767,0,Sentiment140
1768,1,Sentiment140
1769,0,Sentiment140
1770,1,Sentiment140
1771,0,Sentiment140
1772,0,Sentiment140
1773,0,Sentiment140
1774,0,Sentiment140
1775,0,Sentiment140
1776,1,Sentiment140
1777,0,Sentiment140
1778,0,Sentiment140
1779,0,Sentiment140
1780,0,Sentiment140
1781,1,Sentiment140
1782,0,Sentiment140
1783,0,Sentiment140
1784,0,Sentiment140
1785,1,Sentiment140
1786,0,Sentiment140
1787,0,Sentiment140
1788,1,Sentiment140
1789,1,Sentiment140
1790,0,Sentiment140
1791,0,Sentiment140
1792,0,Sentiment140
1793,0,Sentiment140
1794,0,Sentiment140
1795,0,Sentiment140
1796,0,Sentiment140
1797,0,Sentiment140
1798,1,Sentiment140
1799,1,Sentiment140
1800,1,Sentiment140
1801,0,Sentiment140
1802,0,Sentiment140
1803,0,Sentiment140
1804,0,Sentiment140
1805,0,Sentiment140
1806,1,Sentiment140
1807,0,Sentiment140
1808,0,Sentiment140
1809,0,Sentiment140
1810,0,Sentiment140
1811,0,Sentiment140
1812,0,Sentiment140
1813,0,Sentiment140
1814,0,Sentiment140
1815,1,Sentiment140
1816,0,Sentiment140
1817,0,Sentiment140
1818,0,Sentiment140
1819,0,Sentiment140
1820,1,Sentiment140
1821,0,Sentiment140
1822,1,Sentiment140
1823,0,Sentiment140
1824,1,Sentiment140
1825,0,Sentiment140
1826,0,Sentiment140
1827,0,Sentiment140
1828,0,Sentiment140
1829,0,Sentiment140
1830,0,Sentiment140
1831,0,Sentiment140
1832,0,Sentiment140
1833,0,Sentiment140
1834,0,Sentiment140
1835,0,Sentiment140
1836,0,Sentiment140
1837,0,Sentiment140
1838,0,Sentiment140
1839,1,Sentiment140
1840,1,Sentiment140
1841,0,Sentiment140
1842,0,Sentiment140
1843,0,Sentiment140
1844,0,Sentiment140
1845,0,Sentiment140
1846,1,Sentiment140
1847,0,Sentiment140
1848,0,Sentiment140
1849,0,Sentiment140
1850,0,Sentiment140
1851,0,Sentiment140
1852,0,Sentiment140
1853,0,Sentiment140
1854,0,Sentiment140
1855,0,Sentiment140
1856,0,Sentiment140
1857,0,Sentiment140
1858,0,Sentiment140
1859,0,Sentiment140
1860,0,Sentiment140
1861,0,Sentiment140
1862,0,Sentiment140
1863,1,Sentiment140
1864,0,Sentiment140
1865,0,Sentiment140
1866,0,Sentiment140
1867,0,Sentiment140
1868,1,Sentiment140
1869,0,Sentiment140
1870,0,Sentiment140
1871,0,Sentiment140
1872,0,Sentiment140
1873,0,Sentiment140
1874,0,Sentiment140
1875,0,Sentiment140
1876,0,Sentiment140
1877,0,Sentiment140
1878,0,Sentiment140
1879,0,Sentiment140
1880,0,Sentiment140
1881,0,Sentiment140
1882,0,Sentiment140
1883,1,Sentiment140
1884,0,Sentiment140
1885,1,Sentiment140
1886,1,Sentiment140
1887,0,Sentiment140
1888,0,Sentiment140
1889,1,Sentiment140
1890,1,Sentiment140
1891,1,Sentiment140
1892,0,Sentiment140
1893,1,Sentiment140
1894,0,Sentiment140
1895,0,Sentiment140
1896,0,Sentiment140
1897,0,Sentiment140
1898,1,Sentiment140
1899,0,Sentiment140
1900,0,Sentiment140
1901,0,Sentiment140
1902,0,Sentiment140
1903,0,Sentiment140
1904,0,Sentiment140
1905,1,Sentiment140
1906,1,Sentiment140
1907,1,Sentiment140
1908,1,Sentiment140
1909,1,Sentiment140
1910,1,Sentiment140
1911,0,Sentiment140
1912,0,Sentiment140
1913,0,Sentiment140
1914,1,Sentiment140
1915,1,Sentiment140
1916,0,Sentiment140
1917,0,Sentiment140
1918,0,Sentiment140
1919,1,Sentiment140
1920,0,Sentiment140
1921,1,Sentiment140
1922,1,Sentiment140
1923,0,Sentiment140
1924,0,Sentiment140
1925,0,Sentiment140
1926,0,Sentiment140
1927,1,Sentiment140
1928,0,Sentiment140
1929,1,Sentiment140
1930,1,Sentiment140
1931,0,Sentiment140
1932,0,Sentiment140
1933,0,Sentiment140
1934,0,Sentiment140
1935,0,Sentiment140
1936,0,Sentiment140
1937,0,Sentiment140
1938,0,Sentiment140
1939,0,Sentiment140
1940,0,Sentiment140
1941,1,Sentiment140
1942,0,Sentiment140
1943,1,Sentiment140
1944,1,Sentiment140
1945,0,Sentiment140
1946,1,Sentiment140
1947,0,Sentiment140
1948,0,Sentiment140
1949,0,Sentiment140
1950,0,Sentiment140
1951,1,Sentiment140
1952,1,Sentiment140
1953,0,Sentiment140
1954,0,Sentiment140
1955,0,Sentiment140
1956,0,Sentiment140
1957,0,Sentiment140
1958,0,Sentiment140
1959,0,Sentiment140
1960,0,Sentiment140
1961,0,Sentiment140
1962,0,Sentiment140
1963,0,Sentiment140
1964,0,Sentiment140
1965,0,Sentiment140
1966,0,Sentiment140
1967,0,Sentiment140
1968,1,Sentiment140
1969,0,Sentiment140
1970,0,Sentiment140
1971,0,Sentiment140
1972,1,Sentiment140
1973,0,Sentiment140
1974,0,Sentiment140
1975,0,Sentiment140
1976,0,Sentiment140
1977,0,Sentiment140
1978,1,Sentiment140
1979,0,Sentiment140
1980,0,Sentiment140
1981,1,Sentiment140
1982,1,Sentiment140
1983,1,Sentiment140
1984,0,Sentiment140
1985,0,Sentiment140
1986,0,Sentiment140
1987,0,Sentiment140
1988,0,Sentiment140
1989,0,Sentiment140
1990,0,Sentiment140
1991,0,Sentiment140
1992,0,Sentiment140
1993,1,Sentiment140
1994,0,Sentiment140
1995,1,Sentiment140
1996,0,Sentiment140
1997,0,Sentiment140
1998,1,Sentiment140
1999,1,Sentiment140
2000,1,Sentiment140
2001,1,Sentiment140
2002,1,Sentiment140
2003,0,Sentiment140
2004,0,Sentiment140
2005,0,Sentiment140
2006,1,Sentiment140
2007,0,Sentiment140
2008,0,Sentiment140
2009,1,Sentiment140
2010,0,Sentiment140
2011,0,Sentiment140
2012,0,Sentiment140
2013,0,Sentiment140
2014,1,Sentiment140
2015,1,Sentiment140
2016,0,Sentiment140
2017,0,Sentiment140
2018,1,Sentiment140
2019,0,Sentiment140
2020,1,Sentiment140
2021,1,Sentiment140
2022,0,Sentiment140
2023,0,Sentiment140
2024,1,Sentiment140
2025,0,Sentiment140
2026,1,Sentiment140
2027,0,Sentiment140
2028,0,Sentiment140
2029,0,Sentiment140
2030,1,Sentiment140
2031,0,Sentiment140
2032,0,Sentiment140
2033,0,Sentiment140
2034,0,Sentiment140
2035,0,Sentiment140
2036,1,Sentiment140
2037,0,Sentiment140
2038,1,Sentiment140
2039,0,Sentiment140
2040,0,Sentiment140
2041,0,Sentiment140
2042,1,Sentiment140
2043,1,Sentiment140
2044,1,Sentiment140
2045,0,Sentiment140
2046,0,Sentiment140
2047,1,Sentiment140
2048,0,Sentiment140
2049,0,Sentiment140
2050,0,Sentiment140
2051,0,Sentiment140
2052,1,Sentiment140
2053,0,Sentiment140
2054,0,Sentiment140
2055,0,Sentiment140
2056,0,Sentiment140
2057,1,Sentiment140
2058,1,Sentiment140
2059,1,Sentiment140
2060,0,Sentiment140
2061,1,Sentiment140
2062,1,Sentiment140
2063,0,Sentiment140
2064,0,Sentiment140
2065,0,Sentiment140
2066,0,Sentiment140
2067,0,Sentiment140
2068,0,Sentiment140
2069,0,Sentiment140
2070,0,Sentiment140
2071,0,Sentiment140
2072,1,Sentiment140
2073,0,Sentiment140
2074,1,Sentiment140
2075,0,Sentiment140
2076,0,Sentiment140
2077,0,Sentiment140
2078,0,Sentiment140
2079,0,Sentiment140
2080,0,Sentiment140
2081,0,Sentiment140
2082,0,Sentiment140
2083,0,Sentiment140
2084,0,Sentiment140
2085,0,Sentiment140
2086,0,Sentiment140
2087,0,Sentiment140
2088,0,Sentiment140
2089,1,Sentiment140
2090,0,Sentiment140
2091,1,Sentiment140
2092,0,Sentiment140
2093,0,Sentiment140
2094,1,Sentiment140
2095,0,Sentiment140
2096,0,Sentiment140
2097,1,Sentiment140
2098,1,Sentiment140
2099,0,Sentiment140
2100,0,Sentiment140
2101,1,Sentiment140
2102,1,Sentiment140
2103,1,Sentiment140
2104,1,Sentiment140
2105,0,Sentiment140
2106,1,Sentiment140
2107,1,Sentiment140
2108,1,Sentiment140
2109,1,Sentiment140
2110,1,Sentiment140
2111,1,Sentiment140
2112,1,Sentiment140
2113,1,Sentiment140
2114,1,Sentiment140
2115,0,Sentiment140
2116,1,Sentiment140
2117,0,Sentiment140
2118,0,Sentiment140
2119,1,Sentiment140
2120,1,Sentiment140
2121,1,Sentiment140
2122,1,Sentiment140
2123,0,Sentiment140
2124,0,Sentiment140
2125,1,Sentiment140
2126,1,Sentiment140
2127,0,Sentiment140
2128,0,Sentiment140
2129,0,Sentiment140
2130,0,Sentiment140
2131,1,Sentiment140
2132,1,Sentiment140
2133,0,Sentiment140
2134,1,Sentiment140
2135,1,Sentiment140
2136,1,Sentiment140
2137,1,Sentiment140
2138,1,Sentiment140
2139,1,Sentiment140
2140,0,Sentiment140
2141,0,Sentiment140
2142,1,Sentiment140
2143,1,Sentiment140
2144,1,Sentiment140
2145,1,Sentiment140
2146,0,Sentiment140
2147,1,Sentiment140
2148,0,Sentiment140
2149,1,Sentiment140
2150,0,Sentiment140
2151,0,Sentiment140
2152,0,Sentiment140
2153,0,Sentiment140
2154,0,Sentiment140
2155,0,Sentiment140
2156,1,Sentiment140
2157,1,Sentiment140
2158,0,Sentiment140
2159,0,Sentiment140
2160,0,Sentiment140
2161,1,Sentiment140
2162,0,Sentiment140
2163,1,Sentiment140
2164,0,Sentiment140
2165,0,Sentiment140
2166,1,Sentiment140
2167,0,Sentiment140
2168,0,Sentiment140
2169,0,Sentiment140
2170,1,Sentiment140
2171,0,Sentiment140
2172,1,Sentiment140
2173,0,Sentiment140
2174,1,Sentiment140
2175,0,Sentiment140
2176,0,Sentiment140
2177,0,Sentiment140
2178,1,Sentiment140
2179,0,Sentiment140
2180,0,Sentiment140
2181,0,Sentiment140
2182,0,Sentiment140
2183,0,Sentiment140
2184,0,Sentiment140
2185,0,Sentiment140
2186,0,Sentiment140
2187,0,Sentiment140
2188,0,Sentiment140
2189,0,Sentiment140
2190,0,Sentiment140
2191,0,Sentiment140
2192,1,Sentiment140
2193,0,Sentiment140
2194,1,Sentiment140
2195,0,Sentiment140
2196,0,Sentiment140
2197,0,Sentiment140
2198,0,Sentiment140
2199,0,Sentiment140
2200,0,Sentiment140
2201,0,Sentiment140
2202,1,Sentiment140
2203,0,Sentiment140
2204,0,Sentiment140
2205,1,Sentiment140
2206,1,Sentiment140
2207,0,Sentiment140
2208,0,Sentiment140
2209,0,Sentiment140
2210,0,Sentiment140
2211,0,Sentiment140
2212,0,Sentiment140
2213,0,Sentiment140
2214,1,Sentiment140
2215,1,Sentiment140
2216,0,Sentiment140
2217,0,Sentiment140
2218,0,Sentiment140
2219,1,Sentiment140
2220,0,Sentiment140
2221,0,Sentiment140
2222,1,Sentiment140
2223,0,Sentiment140
2224,0,Sentiment140
2225,0,Sentiment140
2226,0,Sentiment140
2227,0,Sentiment140
2228,1,Sentiment140
2229,1,Sentiment140
2230,0,Sentiment140
2231,0,Sentiment140
2232,0,Sentiment140
2233,0,Sentiment140
2234,0,Sentiment140
2235,1,Sentiment140
2236,1,Sentiment140
2237,1,Sentiment140
2238,0,Sentiment140
2239,1,Sentiment140
2240,1,Sentiment140
2241,0,Sentiment140
2242,0,Sentiment140
2243,1,Sentiment140
2244,0,Sentiment140
2245,0,Sentiment140
2246,1,Sentiment140
2247,0,Sentiment140
2248,0,Sentiment140
2249,0,Sentiment140
2250,1,Sentiment140
2251,0,Sentiment140
2252,0,Sentiment140
2253,0,Sentiment140
2254,0,Sentiment140
2255,1,Sentiment140
2256,1,Sentiment140
2257,0,Sentiment140
2258,0,Sentiment140
2259,0,Sentiment140
2260,0,Sentiment140
2261,0,Sentiment140
2262,0,Sentiment140
2263,1,Sentiment140
2264,1,Sentiment140
2265,0,Sentiment140
2266,1,Sentiment140
2267,1,Sentiment140
2268,1,Sentiment140
2269,1,Sentiment140
2270,1,Sentiment140
2271,1,Sentiment140
2272,1,Sentiment140
2273,0,Sentiment140
2274,1,Sentiment140
2275,1,Sentiment140
2276,1,Sentiment140
2277,0,Sentiment140
2278,1,Sentiment140
2279,0,Sentiment140
2280,0,Sentiment140
2281,0,Sentiment140
2282,0,Sentiment140
2283,0,Sentiment140
2284,0,Sentiment140
2285,0,Sentiment140
2286,1,Sentiment140
2287,0,Sentiment140
2288,0,Sentiment140
2289,0,Sentiment140
2290,0,Sentiment140
2291,0,Sentiment140
2292,0,Sentiment140
2293,1,Sentiment140
2294,1,Sentiment140
2295,0,Sentiment140
2296,1,Sentiment140
2297,1,Sentiment140
2298,0,Sentiment140
2299,0,Sentiment140
2300,0,Sentiment140
2301,0,Sentiment140
2302,0,Sentiment140
2303,0,Sentiment140
2304,1,Sentiment140
2305,1,Sentiment140
2306,0,Sentiment140
2307,1,Sentiment140
2308,1,Sentiment140
2309,0,Sentiment140
2310,1,Sentiment140
2311,1,Sentiment140
2312,0,Sentiment140
2313,1,Sentiment140
2314,1,Sentiment140
2315,0,Sentiment140
2316,0,Sentiment140
2317,1,Sentiment140
2318,0,Sentiment140
2319,1,Sentiment140
2320,0,Sentiment140
2321,0,Sentiment140
2322,0,Sentiment140
2323,0,Sentiment140
2324,0,Sentiment140
2325,0,Sentiment140
2326,0,Sentiment140
2327,0,Sentiment140
2328,0,Sentiment140
2329,0,Sentiment140
2330,0,Sentiment140
2331,1,Sentiment140
2332,1,Sentiment140
2333,0,Sentiment140
2334,0,Sentiment140
2335,1,Sentiment140
2336,1,Sentiment140
2337,1,Sentiment140
2338,0,Sentiment140
2339,0,Sentiment140
2340,0,Sentiment140
2341,0,Sentiment140
2342,0,Sentiment140
2343,0,Sentiment140
2344,0,Sentiment140
2345,1,Sentiment140
2346,0,Sentiment140
2347,0,Sentiment140
2348,0,Sentiment140
2349,1,Sentiment140
2350,1,Sentiment140
2351,0,Sentiment140
2352,0,Sentiment140
2353,1,Sentiment140
2354,0,Sentiment140
2355,0,Sentiment140
2356,0,Sentiment140
2357,0,Sentiment140
2358,0,Sentiment140
2359,0,Sentiment140
2360,0,Sentiment140
2361,0,Sentiment140
2362,0,Sentiment140
2363,0,Sentiment140
2364,0,Sentiment140
2365,0,Sentiment140
2366,0,Sentiment140
2367,1,Sentiment140
2368,0,Sentiment140
2369,0,Sentiment140
2370,0,Sentiment140
2371,0,Sentiment140
2372,0,Sentiment140
2373,0,Sentiment140
2374,0,Sentiment140
2375,1,Sentiment140
2376,0,Sentiment140
2377,0,Sentiment140
2378,1,Sentiment140
2379,0,Sentiment140
2380,0,Sentiment140
2381,0,Sentiment140
2382,1,Sentiment140
2383,0,Sentiment140
2384,1,Sentiment140
2385,1,Sentiment140
2386,0,Sentiment140
2387,0,Sentiment140
2388,0,Sentiment140
2389,1,Sentiment140
2390,0,Sentiment140
2391,0,Sentiment140
2392,0,Sentiment140
2393,0,Sentiment140
2394,0,Sentiment140
2395,0,Sentiment140
2396,0,Sentiment140
2397,0,Sentiment140
2398,1,Sentiment140
2399,1,Sentiment140
2400,1,Sentiment140
2401,1,Sentiment140
2402,1,Sentiment140
2403,1,Sentiment140
2404,1,Sentiment140
2405,0,Sentiment140
2406,1,Sentiment140
2407,1,Sentiment140
2408,0,Sentiment140
2409,0,Sentiment140
2410,0,Sentiment140
2411,1,Sentiment140
